Date,TA35.TA
2024-11-19,2254.800048828125
2024-11-20,2247.3798828125
2024-11-21,2258.93994140625
2024-11-25,2281.2099609375
2024-11-26,2303.389892578125
2024-11-27,2276.81005859375
2024-11-28,2260.489990234375
2024-12-01,2294.7099609375
2024-12-02,2289.800048828125
2024-12-03,2315.52001953125
2024-12-04,2322.659912109375
2024-12-05,2321.780029296875
2024-12-08,2343.89990234375
2024-12-09,2362.280029296875
2024-12-10,2348.60009765625
2024-12-11,2333.669921875
2024-12-12,2332.300048828125
2024-12-16,2344.419921875
2024-12-17,2367.989990234375
2024-12-18,2383.739990234375
2024-12-19,2364.3701171875
2024-12-22,2390.080078125
2024-12-23,2388.179931640625
2024-12-24,2402.75
2024-12-25,2394.0
2024-12-26,2379.760009765625
2024-12-29,2373.989990234375
2024-12-30,2365.81005859375
2024-12-31,2392.739990234375
2025-01-02,2414.280029296875
2025-01-06,2456.43994140625
2025-01-07,2458.110107421875
2025-01-08,2439.97998046875
2025-01-09,2450.22998046875
2025-01-12,2458.760009765625
2025-01-13,2454.090087890625
2025-01-14,2487.340087890625
2025-01-15,2514.969970703125
2025-01-16,2525.389892578125
2025-01-19,2552.300048828125
2025-01-20,2551.77001953125
2025-01-21,2551.89990234375
2025-01-22,2537.330078125
2025-01-23,2517.68994140625
2025-01-26,2520.699951171875
2025-01-27,2463.60009765625
2025-01-28,2467.820068359375
2025-01-29,2473.22998046875
2025-01-30,2448.64990234375
2025-02-02,2457.77001953125
2025-02-03,2449.010009765625
2025-02-04,2475.909912109375
2025-02-05,2508.989990234375
2025-02-06,2508.14990234375
2025-02-09,2491.340087890625
2025-02-10,2515.47998046875
2025-02-11,2490.89990234375
2025-02-12,2455.10009765625
2025-02-13,2499.31005859375
2025-02-16,2501.2099609375
2025-02-17,2492.419921875
2025-02-18,2534.02001953125
2025-02-19,2528.010009765625
2025-02-20,2514.570068359375
2025-02-23,2483.97998046875
2025-02-24,2463.639892578125
2025-02-25,2460.909912109375
2025-02-26,2471.969970703125
2025-02-27,2469.610107421875
2025-03-02,2456.330078125
2025-03-03,2497.5
2025-03-04,2451.68994140625
2025-03-05,2479.639892578125
2025-03-06,2467.0400390625
2025-03-09,2493.8701171875
2025-03-10,2477.590087890625
2025-03-11,2462.239990234375
2025-03-12,2493.35009765625
2025-03-13,2510.919921875
2025-03-16,2529.72998046875
2025-03-17,2530.3701171875
2025-03-18,2517.449951171875
2025-03-19,2504.6298828125
2025-03-20,2501.72998046875
2025-03-23,2420.330078125
2025-03-24,2466.5
2025-03-25,2470.080078125
2025-03-26,2439.6201171875
2025-03-27,2461.340087890625
2025-03-30,2427.570068359375
2025-03-31,2418.22998046875
2025-04-01,2426.550048828125
2025-04-02,2463.68994140625
2025-04-03,2448.469970703125
2025-04-06,2352.300048828125
