ds,y
2015-11-05,26.870685577392578
2015-11-06,26.744234085083008
2015-11-09,26.35698699951172
2015-11-10,26.246334075927734
2015-11-11,25.9697265625
2015-11-12,25.606178283691406
2015-11-13,25.37699317932129
2015-11-16,25.36908531188965
2015-11-17,25.795856475830078
2015-11-18,26.206823348999023
2015-11-19,27.10778045654297
2015-11-20,27.392288208007812
2015-11-23,27.25003433227539
2015-11-24,27.155197143554688
2015-11-25,27.22632598876953
2015-11-27,27.234230041503906
2015-11-30,27.47922706604004
2015-12-01,27.73212432861328
2015-12-02,27.52664566040039
2015-12-03,26.902294158935547
2015-12-04,27.613569259643555
2015-12-07,27.65309715270996
2015-12-08,27.46341896057129
2015-12-09,27.510835647583008
2015-12-10,27.47922706604004
2015-12-11,27.084077835083008
2015-12-14,27.242136001586914
2015-12-15,27.803258895874023
2015-12-16,27.89809226989746
2015-12-17,27.589872360229492
2015-12-18,26.7679386138916
2015-12-21,27.060361862182617
2015-12-22,27.447612762451172
2015-12-23,27.66098976135254
2015-12-24,27.645193099975586
2015-12-28,27.60567855834961
2015-12-29,28.00873565673828
2015-12-30,27.65309715270996
2015-12-31,27.22632598876953
2016-01-04,26.86278533935547
2016-01-05,26.73633575439453
2016-01-06,26.14359474182129
2016-01-07,25.16360092163086
2016-01-08,24.902801513671875
2016-01-11,25.33747673034668
2016-01-12,25.827470779418945
2016-01-13,25.21892547607422
2016-01-14,25.874889373779297
2016-01-15,23.519752502441406
2016-01-19,23.55136489868164
2016-01-20,23.38539695739746
2016-01-21,23.440715789794922
2016-01-22,23.65410614013672
2016-01-25,23.3933048248291
2016-01-26,23.66200828552246
2016-01-27,23.55927276611328
2016-01-28,23.685718536376953
2016-01-29,24.515544891357422
2016-02-01,24.357484817504883
2016-02-02,23.55136489868164
2016-02-03,23.391904830932617
2016-02-04,23.7347354888916
2016-02-05,23.15273666381836
2016-02-08,22.977331161499023
2016-02-09,22.969358444213867
2016-02-10,22.506942749023438
2016-02-11,22.49897003173828
2016-02-12,22.833820343017578
2016-02-16,22.94544219970703
2016-02-17,23.495559692382812
2016-02-18,23.45569610595703
2016-02-19,22.889625549316406
2016-02-22,23.399879455566406
2016-02-23,22.961387634277344
2016-02-24,23.272315979003906
2016-02-25,23.61514663696289
2016-02-26,23.75865364074707
2016-02-29,23.591230392456055
2016-03-01,24.213098526000977
2016-03-02,24.348636627197266
2016-03-03,24.380521774291992
2016-03-04,24.420385360717773
2016-03-07,24.667539596557617
2016-03-08,24.364578247070312
2016-03-09,24.611730575561523
2016-03-10,24.914695739746094
2016-03-11,25.321306228637695
2016-03-14,25.05820655822754
2016-03-15,25.233604431152344
2016-03-16,25.26549530029297
2016-03-17,25.4967041015625
2016-03-18,26.05479621887207
2016-03-21,25.783721923828125
2016-03-22,25.767772674560547
2016-03-23,25.51263999938965
2016-03-24,25.416973114013672
2016-03-28,25.43292236328125
2016-03-29,25.815614700317383
2016-03-30,26.078710556030273
2016-03-31,25.791690826416016
2016-04-01,25.871423721313477
2016-04-04,25.51263999938965
2016-04-05,25.43292236328125
2016-04-06,25.57642936706543
2016-04-07,25.153873443603516
2016-04-08,25.21766471862793
2016-04-11,25.249544143676758
2016-04-12,25.401033401489258
2016-04-13,25.616291046142578
2016-04-14,25.353193283081055
2016-04-15,25.082120895385742
2016-04-18,25.233604431152344
2016-04-19,25.193742752075195
2016-04-20,25.51263999938965
2016-04-21,25.488723754882812
2016-04-22,25.22563362121582
2016-04-25,25.026309967041016
2016-04-26,25.034290313720703
2016-04-27,25.313329696655273
2016-04-28,24.803075790405273
2016-04-29,24.141338348388672
2016-05-02,24.404438018798828
2016-05-03,24.205121994018555
2016-05-04,24.004087448120117
2016-05-05,24.044294357299805
2016-05-06,24.156871795654297
2016-05-09,23.96387481689453
2016-05-10,24.23729133605957
2016-05-11,24.17296028137207
2016-05-12,23.93171501159668
2016-05-13,24.052335739135742
2016-05-16,24.43832778930664
2016-05-17,24.10862922668457
2016-05-18,24.116670608520508
2016-05-19,23.827171325683594
2016-05-20,24.245332717895508
2016-05-23,24.30966567993164
2016-05-24,24.97711944580078
2016-05-25,25.24248695373535
2016-05-26,25.32289695739746
2016-05-27,25.387231826782227
2016-05-31,25.403318405151367
2016-06-01,25.459611892700195
2016-06-02,25.540023803710938
2016-06-03,25.42744255065918
2016-06-06,25.475690841674805
2016-06-07,25.63652229309082
2016-06-08,25.644563674926758
2016-06-09,25.684770584106445
2016-06-10,25.76519203186035
2016-06-13,25.869728088378906
2016-06-14,25.84560775756836
2016-06-15,25.419404983520508
2016-06-16,25.483728408813477
2016-06-17,25.540023803710938
2016-06-20,25.869728088378906
2016-06-21,25.990352630615234
2016-06-22,25.966230392456055
2016-06-23,26.52914047241211
2016-06-24,25.37115478515625
2016-06-27,24.703699111938477
2016-06-28,25.08165168762207
2016-06-29,25.67673110961914
2016-06-30,26.37635040283203
2016-07-01,26.336139678955078
2016-07-05,26.279850006103516
2016-07-06,26.5130615234375
2016-07-07,26.698015213012695
2016-07-08,27.34133529663086
2016-07-11,27.646915435791016
2016-07-12,28.09724235534668
2016-07-13,28.153535842895508
2016-07-14,28.306333541870117
2016-07-15,28.2017822265625
2016-07-18,28.185705184936523
2016-07-19,28.266111373901367
2016-07-20,28.70036506652832
2016-07-21,27.558460235595703
2016-07-22,27.87208366394043
2016-07-25,27.896203994750977
2016-07-26,28.217872619628906
2016-07-27,28.008787155151367
2016-07-28,27.96053123474121
2016-07-29,28.03291130065918
2016-08-01,28.02486801147461
2016-08-02,27.79166603088379
2016-08-03,27.75114631652832
2016-08-04,28.018531799316406
2016-08-05,28.34263801574707
2016-08-08,28.391254425048828
2016-08-09,28.294023513793945
2016-08-10,27.978012084960938
2016-08-11,28.09956169128418
2016-08-12,28.010433197021484
2016-08-15,28.285913467407227
2016-08-16,28.528993606567383
2016-08-17,28.375043869018555
2016-08-18,28.334531784057617
2016-08-19,28.55330467224121
2016-08-22,28.650529861450195
2016-08-23,28.68294334411621
2016-08-24,28.480375289916992
2016-08-25,28.431766510009766
2016-08-26,28.569503784179688
2016-08-29,28.804473876953125
2016-08-30,28.926013946533203
2016-08-31,29.0799560546875
2016-09-01,29.1852970123291
2016-09-02,29.233911514282227
2016-09-06,29.63092803955078
2016-09-07,29.541807174682617
2016-09-08,29.52561378479004
2016-09-09,28.715351104736328
2016-09-12,29.233911514282227
2016-09-13,28.85309410095215
2016-09-14,28.861196517944336
2016-09-15,29.62282371520996
2016-09-16,30.5222225189209
2016-09-19,30.108989715576172
2016-09-20,30.0927791595459
2016-09-21,30.343961715698242
2016-09-22,30.42497444152832
2016-09-23,30.133291244506836
2016-09-26,29.69576072692871
2016-09-27,30.12518310546875
2016-09-28,30.335853576660156
2016-09-29,30.238628387451172
2016-09-30,30.5870304107666
2016-10-03,30.514108657836914
2016-10-04,30.416879653930664
2016-10-05,30.781494140625
2016-10-06,30.846323013305664
2016-10-07,30.870622634887695
2016-10-10,30.80580711364746
2016-10-11,30.198118209838867
2016-10-12,30.084674835205078
2016-10-13,29.955039978027344
2016-10-14,30.343961715698242
2016-10-17,30.214324951171875
2016-10-18,30.5870304107666
2016-10-19,28.772071838378906
2016-10-20,28.707252502441406
2016-10-21,28.480375289916992
2016-10-24,28.569503784179688
2016-10-25,28.439868927001953
2016-10-26,28.294023513793945
2016-10-27,28.204885482788086
2016-10-28,28.148174285888672
2016-10-31,28.253509521484375
2016-11-01,27.969921112060547
2016-11-02,28.034744262695312
2016-11-03,27.700016021728516
2016-11-04,27.43878173828125
2016-11-07,28.320476531982422
2016-11-08,28.361291885375977
2016-11-09,28.369457244873047
2016-11-10,28.165369033813477
2016-11-11,28.255165100097656
2016-11-14,28.149028778076172
2016-11-15,28.500078201293945
2016-11-16,28.442930221557617
2016-11-17,28.58988380432129
2016-11-18,28.53273582458496
2016-11-21,28.557226181030273
2016-11-22,28.96542739868164
2016-11-23,28.73683738708496
2016-11-25,28.932767868041992
2016-11-28,28.989910125732422
2016-11-29,28.826641082763672
2016-11-30,28.32863998413086
2016-12-01,27.561227798461914
2016-12-02,27.88779067993164
2016-12-05,28.075557708740234
2016-12-06,28.3449649810791
2016-12-07,28.981754302978516
2016-12-08,29.145017623901367
2016-12-09,29.19400405883789
2016-12-12,29.365459442138672
2016-12-13,30.043054580688477
2016-12-14,29.838953018188477
2016-12-15,30.034889221191406
2016-12-16,29.64302635192871
2016-12-19,30.116512298583984
2016-12-20,30.377769470214844
2016-12-21,30.18999671936035
2016-12-22,30.149179458618164
2016-12-23,30.18183708190918
2016-12-27,30.263471603393555
2016-12-28,29.90427589416504
2016-12-29,29.928754806518555
2016-12-30,29.61037254333496
2017-01-03,29.879770278930664
2017-01-04,29.72467041015625
2017-01-05,29.67566680908203
2017-01-06,29.78180503845215
2017-01-09,29.887939453125
2017-01-10,29.830787658691406
2017-01-11,30.165502548217773
2017-01-12,29.969579696655273
2017-01-13,30.034889221191406
2017-01-17,30.043054580688477
2017-01-18,30.01039695739746
2017-01-19,29.855281829833984
2017-01-20,30.15734100341797
2017-01-23,30.018564224243164
2017-01-24,30.712499618530273
2017-01-25,30.859437942504883
2017-01-26,30.663511276245117
2017-01-27,31.006393432617188
2017-01-30,30.54921531677246
2017-01-31,30.05937957763672
2017-02-01,29.814462661743164
2017-02-02,29.945085525512695
2017-02-03,30.027301788330078
2017-02-06,29.821758270263672
2017-02-07,29.887521743774414
2017-02-08,29.912202835083008
2017-02-09,29.155759811401367
2017-02-10,29.05709457397461
2017-02-13,29.435314178466797
2017-02-14,29.54219627380371
2017-02-15,29.640867233276367
2017-02-16,29.936872482299805
2017-02-17,29.994415283203125
2017-02-21,30.027301788330078
2017-02-22,29.657304763793945
2017-02-23,29.747753143310547
2017-02-24,30.0355281829834
2017-02-27,30.019084930419922
2017-02-28,29.76419448852539
2017-03-01,29.54219627380371
2017-03-02,29.5257511138916
2017-03-03,29.517536163330078
2017-03-06,29.24620246887207
2017-03-07,29.435314178466797
2017-03-08,29.287315368652344
2017-03-09,29.451759338378906
2017-03-10,29.5257511138916
2017-03-13,28.909101486206055
2017-03-14,28.925537109375
2017-03-15,28.859760284423828
2017-03-16,28.892658233642578
2017-03-17,28.999542236328125
2017-03-20,29.131093978881836
2017-03-21,28.81043243408203
2017-03-22,29.081764221191406
2017-03-23,28.999542236328125
2017-03-24,28.909101486206055
2017-03-27,29.098201751708984
2017-03-28,29.27086639404297
2017-03-29,29.24620246887207
2017-03-30,29.394203186035156
2017-03-31,29.657304763793945
2017-04-03,29.731304168701172
2017-04-04,29.829967498779297
2017-04-05,29.780643463134766
2017-04-06,29.62442398071289
2017-04-07,29.62442398071289
2017-04-10,29.435314178466797
2017-04-11,29.385976791381836
2017-04-12,29.295534133911133
2017-04-13,28.983089447021484
2017-04-17,29.172204971313477
2017-04-18,29.410640716552734
2017-04-19,29.5257511138916
2017-04-20,29.747753143310547
2017-04-21,29.862863540649414
2017-04-24,30.21641731262207
2017-04-25,30.315080642700195
2017-04-26,30.36441421508789
2017-04-27,30.775524139404297
2017-04-28,29.723085403442383
2017-05-01,29.854646682739258
2017-05-02,30.397302627563477
2017-05-03,30.6317138671875
2017-05-04,30.524036407470703
2017-05-05,30.49920082092285
2017-05-08,30.267263412475586
2017-05-09,30.12643814086914
2017-05-10,29.828243255615234
2017-05-11,29.563173294067383
2017-05-12,29.430641174316406
2017-05-15,29.513469696044922
2017-05-16,29.67085838317871
2017-05-17,29.024761199951172
2017-05-18,29.17385482788086
2017-05-19,29.322959899902344
2017-05-22,29.629446029663086
2017-05-23,29.703990936279297
2017-05-24,29.91935157775879
2017-05-25,30.035322189331055
2017-05-26,30.035322189331055
2017-05-30,29.96905517578125
2017-05-31,29.91107177734375
2017-06-01,29.91935157775879
2017-06-02,30.08502197265625
2017-06-05,30.10158920288086
2017-06-06,29.927635192871094
2017-06-07,30.035322189331055
2017-06-08,30.217557907104492
2017-06-09,29.579742431640625
2017-06-12,29.59630012512207
2017-06-13,29.720561981201172
2017-06-14,29.430641174316406
2017-06-15,29.248409271240234
2017-06-16,29.165569305419922
2017-06-19,29.4140625
2017-06-20,28.875646591186523
2017-06-21,28.64372444152832
2017-06-22,28.46149253845215
2017-06-23,28.3206729888916
2017-06-26,28.221277236938477
2017-06-27,27.873380661010742
2017-06-28,28.328962326049805
2017-06-29,27.78226089477539
2017-06-30,27.94792366027832
2017-07-03,27.715993881225586
2017-07-05,28.444929122924805
2017-07-06,27.856807708740234
2017-07-07,28.063894271850586
2017-07-10,27.873380661010742
2017-07-11,28.097021102905273
2017-07-12,28.370380401611328
2017-07-13,28.362102508544922
2017-07-14,28.72655487060547
2017-07-17,28.552608489990234
2017-07-18,28.602298736572266
2017-07-19,28.627159118652344
2017-07-20,28.7845401763916
2017-07-21,28.76797103881836
2017-07-24,28.57746124267578
2017-07-25,28.7182674407959
2017-07-26,28.7845401763916
2017-07-27,28.96677017211914
2017-07-28,29.248409271240234
2017-07-31,29.380935668945312
2017-08-01,30.10987091064453
2017-08-02,30.350088119506836
2017-08-03,30.452743530273438
2017-08-04,30.29417610168457
2017-08-07,30.402664184570312
2017-08-08,30.3859806060791
2017-08-09,30.53620147705078
2017-08-10,30.160646438598633
2017-08-11,29.935317993164062
2017-08-14,30.327556610107422
2017-08-15,30.04380989074707
2017-08-16,29.88524627685547
2017-08-17,29.351131439208984
2017-08-18,29.21761131286621
2017-08-21,29.142486572265625
2017-08-22,28.91716766357422
2017-08-23,28.92551612854004
2017-08-24,28.96723747253418
2017-08-25,28.933847427368164
2017-08-28,28.91716766357422
2017-08-29,28.983928680419922
2017-08-30,29.117456436157227
2017-08-31,29.267677307128906
2017-09-01,29.28436851501465
2017-09-05,29.225950241088867
2017-09-06,29.843509674072266
2017-09-07,29.6599178314209
2017-09-08,29.36781883239746
2017-09-11,29.851865768432617
2017-09-12,30.118919372558594
2017-09-13,30.319225311279297
2017-09-14,30.444395065307617
2017-09-15,30.878355026245117
2017-09-18,30.878355026245117
2017-09-19,31.070310592651367
2017-09-20,30.936786651611328
2017-09-21,31.045269012451172
2017-09-22,31.028579711914062
2017-09-25,31.01188850402832
2017-09-26,31.27060317993164
2017-09-27,31.329015731811523
2017-09-28,31.571033477783203
2017-09-29,31.779680252075195
2017-10-02,32.58083724975586
2017-10-03,32.864585876464844
2017-10-04,32.831199645996094
2017-10-05,32.98976516723633
2017-10-06,33.07322692871094
2017-10-09,33.26517868041992
2017-10-10,33.08992385864258
2017-10-11,32.797821044921875
2017-10-12,32.70602035522461
2017-10-13,33.106597900390625
2017-10-16,33.18172836303711
2017-10-17,33.20675277709961
2017-10-18,33.59064865112305
2017-10-19,33.45712661743164
2017-10-20,33.740867614746094
2017-10-23,34.07469177246094
2017-10-24,34.174835205078125
2017-10-25,34.032958984375
2017-10-26,34.508644104003906
2017-10-27,37.05403518676758
2017-10-30,37.028987884521484
2017-10-31,37.96369934082031
2017-11-01,38.98184585571289
2017-11-02,39.30731964111328
2017-11-03,38.67306900024414
2017-11-06,39.2044563293457
2017-11-07,39.27162170410156
2017-11-08,39.2044563293457
2017-11-09,38.8686637878418
2017-11-10,38.264225006103516
2017-11-13,38.40694046020508
2017-11-14,38.49928283691406
2017-11-15,38.163482666015625
2017-11-16,38.32299041748047
2017-11-17,37.466705322265625
2017-11-20,37.458309173583984
2017-11-21,37.72694778442383
2017-11-22,37.48349380493164
2017-11-24,37.56744384765625
2017-11-27,37.349178314208984
2017-11-28,37.5506591796875
2017-11-29,36.89584732055664
2017-11-30,37.64299774169922
2017-12-01,37.50867462158203
2017-12-04,37.349178314208984
2017-12-05,36.46770095825195
2017-12-06,36.47609329223633
2017-12-07,36.165489196777344
2017-12-08,36.392147064208984
2017-12-11,36.65239715576172
2017-12-12,36.375362396240234
2017-12-13,36.383750915527344
2017-12-14,36.31658935546875
2017-12-15,37.40793228149414
2017-12-18,38.835086822509766
2017-12-19,39.48990249633789
2017-12-20,39.92641067504883
2017-12-21,39.25482940673828
2017-12-22,39.2044563293457
2017-12-26,38.6839714050293
2017-12-27,38.70915222167969
2017-12-28,38.80150604248047
2017-12-29,38.751129150390625
2018-01-02,39.330387115478516
2018-01-03,37.9955940246582
2018-01-04,37.29880142211914
2018-01-05,37.55905532836914
2018-01-08,37.55905532836914
2018-01-09,36.61880874633789
2018-01-10,35.6785774230957
2018-01-11,36.44252395629883
2018-01-12,36.299808502197266
2018-01-16,36.21585464477539
2018-01-17,37.265220642089844
2018-01-18,37.34077072143555
2018-01-19,37.62621307373047
2018-01-22,38.40694046020508
2018-01-23,38.66718673706055
2018-01-24,38.205467224121094
2018-01-25,38.0291633605957
2018-01-26,42.041961669921875
2018-01-29,41.9580078125
2018-01-30,40.95901107788086
2018-01-31,40.413326263427734
2018-02-01,40.00198745727539
2018-02-02,38.74274444580078
2018-02-05,37.37436294555664
2018-02-06,37.95753860473633
2018-02-07,38.2026481628418
2018-02-08,36.13192367553711
2018-02-09,37.146156311035156
2018-02-12,37.88993453979492
2018-02-13,37.577205657958984
2018-02-14,38.35478210449219
2018-02-15,38.81117630004883
2018-02-16,38.50691223144531
2018-02-20,39.149269104003906
2018-02-21,38.82807922363281
2018-02-22,38.70976638793945
2018-02-23,40.340980529785156
2018-02-26,41.507347106933594
2018-02-27,42.18349838256836
2018-02-28,41.65948486328125
2018-03-01,40.4339599609375
2018-03-02,41.39746856689453
2018-03-05,42.048274993896484
2018-03-06,42.85965347290039
2018-03-07,43.37521743774414
2018-03-08,42.885005950927734
2018-03-09,44.11053466796875
2018-03-12,43.54426193237305
2018-03-13,43.763999938964844
2018-03-14,43.83161544799805
2018-03-15,43.00333023071289
2018-03-16,43.24842834472656
2018-03-19,42.96108627319336
2018-03-20,43.569618225097656
2018-03-21,43.57807922363281
2018-03-22,42.96108627319336
2018-03-23,41.7186393737793
2018-03-26,44.35564041137695
2018-03-27,43.265342712402344
2018-03-28,41.921485900878906
2018-03-29,44.01757049560547
2018-04-02,41.34675598144531
2018-04-03,42.048274993896484
2018-04-04,42.25111770629883
2018-04-05,42.58073806762695
2018-04-06,41.23688888549805
2018-04-09,41.87922668457031
2018-04-10,43.33296203613281
2018-04-11,43.18927764892578
2018-04-12,44.5584716796875
2018-04-13,43.83161544799805
2018-04-16,44.28801727294922
2018-04-17,45.25154113769531
2018-04-18,45.310707092285156
2018-04-19,44.13588333129883
2018-04-20,43.552703857421875
2018-04-23,43.18927764892578
2018-04-24,43.48509216308594
2018-04-25,43.42593765258789
2018-04-26,44.837398529052734
2018-04-27,44.56694030761719
2018-04-30,43.628780364990234
2018-05-01,45.074058532714844
2018-05-02,44.211952209472656
2018-05-03,44.18659591674805
2018-05-04,44.86664962768555
2018-05-07,45.334197998046875
2018-05-08,45.589210510253906
2018-05-09,46.19276428222656
2018-05-10,46.73680877685547
2018-05-11,46.47328567504883
2018-05-14,46.668800354003906
2018-05-15,45.83573913574219
2018-05-16,46.44778823852539
2018-05-17,46.59230422973633
2018-05-18,45.47871398925781
2018-05-21,46.17576217651367
2018-05-22,46.28627395629883
2018-05-23,46.93231964111328
2018-05-24,46.54129409790039
2018-05-25,47.12784194946289
2018-05-29,47.02583312988281
2018-05-30,47.33185958862305
2018-05-31,46.92383575439453
2018-06-01,48.52195739746094
2018-06-04,48.30944061279297
2018-06-05,48.054412841796875
2018-06-06,48.479454040527344
2018-06-07,47.50188064575195
2018-06-08,46.79631423950195
2018-06-11,46.34577560424805
2018-06-12,46.600791931152344
2018-06-13,46.7793083190918
2018-06-14,47.212860107421875
2018-06-15,46.847320556640625
2018-06-18,45.24068832397461
2018-06-19,44.994171142578125
2018-06-20,45.44470977783203
2018-06-21,44.365108489990234
2018-06-22,44.628631591796875
2018-06-25,43.10701370239258
2018-06-26,42.222938537597656
2018-06-27,41.44937515258789
2018-06-28,41.865909576416016
2018-06-29,42.25694274902344
2018-07-02,42.6734733581543
2018-07-03,42.05292892456055
2018-07-05,43.14102554321289
2018-07-06,43.668052673339844
2018-07-09,44.084590911865234
2018-07-10,44.33960723876953
2018-07-11,43.52354431152344
2018-07-12,44.501121520996094
2018-07-13,44.39061737060547
2018-07-16,44.212100982666016
2018-07-17,43.991092681884766
2018-07-18,43.96558380126953
2018-07-19,44.18659591674805
2018-07-20,44.12709426879883
2018-07-23,44.46712112426758
2018-07-24,44.356605529785156
2018-07-25,44.56912612915039
2018-07-26,44.33960723876953
2018-07-27,40.531307220458984
2018-07-30,40.539791107177734
2018-07-31,40.88832092285156
2018-08-01,41.491886138916016
2018-08-02,42.061431884765625
2018-08-03,42.18893814086914
2018-08-06,42.16327667236328
2018-08-07,42.505374908447266
2018-08-08,42.727725982666016
2018-08-09,42.88168716430664
2018-08-10,41.7784309387207
2018-08-13,41.43632888793945
2018-08-14,41.15410232543945
2018-08-15,40.58964538574219
2018-08-16,40.341617584228516
2018-08-17,40.281761169433594
2018-08-20,39.76860809326172
2018-08-21,40.72649002075195
2018-08-22,40.23899459838867
2018-08-23,40.179134368896484
2018-08-24,40.76069259643555
2018-08-27,41.35080337524414
2018-08-28,41.5389518737793
2018-08-29,41.69289779663086
2018-08-30,41.25672149658203
2018-08-31,41.41921615600586
2018-09-04,41.01726150512695
2018-09-05,40.8120002746582
2018-09-06,40.41859436035156
2018-09-07,39.72584533691406
2018-09-10,39.597564697265625
2018-09-11,38.42588806152344
2018-09-12,38.42588806152344
2018-09-13,38.973236083984375
