Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2022-01-03,0.409143985433003,0.32458314081814443,0.44088933525589113,0.41815831897540057,0.44427385471072284,0.3631863641632873,0.20512018981991822,0.0585750715771835,0.35606520008481146,0.1400993112964193,0.1549424513560708,0.3118058064251157,0.3304832236498337,0.14920610017373387,0.3114582421576515,0.22034594456190007,0.2804517727170777,0.2638380553776811,0.16730158997717615,0.35565839354207396
2022-01-04,0.3923461992873638,0.32458314081814443,0.44088933525589113,0.41815831897540057,0.44427385471072284,0.3631863641632873,0.20512018981991822,0.0585750715771835,0.35606520008481146,0.1400993112964193,0.1549424513560708,0.3118058064251157,0.3304832236498337,0.14920610017373387,0.3114582421576515,0.22034594456190007,0.2804517727170777,0.2638380553776811,0.16730158997717615,0.35565839354207396
2022-01-05,0.35758690417284056,0.2679862270621733,0.44088933525589113,0.41815831897540057,0.44427385471072284,0.3631863641632873,0.20512018981991822,0.0585750715771835,0.35606520008481146,0.1400993112964193,0.1549424513560708,0.3118058064251157,0.3304832236498337,0.14920610017373387,0.3114582421576515,0.22034594456190007,0.2804517727170777,0.2638380553776811,0.16730158997717615,0.35565839354207396
2022-01-06,0.3363534280703646,0.308299392313065,0.44088933525589113,0.41815831897540057,0.44427385471072284,0.3631863641632873,0.20512018981991822,0.0585750715771835,0.35606520008481146,0.1400993112964193,0.1549424513560708,0.3118058064251157,0.3304832236498337,0.14920610017373387,0.3114582421576515,0.22034594456190007,0.2804517727170777,0.2638380553776811,0.16730158997717615,0.35565839354207396
2022-01-07,0.3375895020308626,0.38024991062158264,0.44088933525589113,0.41815831897540057,0.44427385471072284,0.3631863641632873,0.20512018981991822,0.0585750715771835,0.35606520008481146,0.1400993112964193,0.1549424513560708,0.3118058064251157,0.3304832236498337,0.14920610017373387,0.3114582421576515,0.22034594456190007,0.2804517727170777,0.2638380553776811,0.16730158997717615,0.35565839354207396
2022-01-10,0.33773510869458323,0.37670165420229973,0.44088933525589113,0.41815831897540057,0.44427385471072284,0.3483950046645008,0.1453346035227692,0.08572356263363316,0.35606520008481146,0.1400993112964193,0.1549424513560708,0.3118058064251157,0.3304832236498337,0.14920610017373387,0.3114582421576515,0.22034594456190007,0.2804517727170777,0.2638380553776811,0.16730158997717615,0.35565839354207396
2022-01-11,0.3587504008987821,0.444525305047881,0.44088933525589113,0.41815831897540057,0.44427385471072284,0.3414361004734352,0.05971487181811588,0.19917727811006322,0.35606520008481146,0.1400993112964193,0.1549424513560708,0.3118058064251157,0.3304832236498337,0.14920610017373387,0.3114582421576515,0.22034594456190007,0.2804517727170777,0.2638380553776811,0.16730158997717615,0.35565839354207396
2022-01-12,0.3620229332756333,0.386688140307928,0.44088933525589113,0.41815831897540057,0.44427385471072284,0.3423549624441513,0.06829398893776362,0.1777626209434824,0.35606520008481146,0.1400993112964193,0.1549424513560708,0.3118058064251157,0.3304832236498337,0.14920610017373387,0.3114582421576515,0.22034594456190007,0.2804517727170777,0.2638380553776811,0.16730158997717615,0.35565839354207396
2022-01-13,0.33773510869458323,0.2987981205062651,0.44088933525589113,0.41815831897540057,0.44427385471072284,0.34264115844328735,0.06650605896264498,0.18194290578773814,0.35606520008481146,0.1400993112964193,0.1549424513560708,0.3118058064251157,0.3304832236498337,0.14920610017373387,0.3114582421576515,0.22034594456190007,0.2804517727170777,0.2638380553776811,0.16730158997717615,0.35565839354207396
2022-01-14,0.34413434068726123,0.39702505081663075,0.44088933525589113,0.41815831897540057,0.44427385471072284,0.34399683109702406,0.060432312550124476,0.19761999674369699,0.35606520008481146,0.1400993112964193,0.1549424513560708,0.3118058064251157,0.3304832236498337,0.14920610017373387,0.3114582421576515,0.22034594456190007,0.2804517727170777,0.2638380553776811,0.16730158997717615,0.35565839354207396
2022-01-18,0.3203552350400176,0.2993424006096105,0.44088933525589113,0.41815831897540057,0.44427385471072284,0.3403968310548746,0.09640193495989671,0.1294193348170798,0.3465904413536631,0.10382800826495128,0.20368671312910877,0.3118058064251157,0.3304832236498337,0.14920610017373387,0.3114582421576515,0.22034594456190007,0.2804517727170777,0.2638380553776811,0.16730158997717615,0.35565839354207396
2022-01-19,0.2943948556532636,0.29067308625727406,0.44088933525589113,0.41815831897540057,0.44427385471072284,0.32706647145611134,0.15618102652497695,0.07761946853947317,0.33613793082482624,0.1045614332028407,0.20053649774081142,0.3118058064251157,0.3304832236498337,0.14920610017373387,0.3114582421576515,0.22034594456190007,0.2804517727170777,0.2638380553776811,0.16730158997717615,0.35565839354207396
2022-01-20,0.2818872658493927,0.33412299123912986,0.44088933525589113,0.41815831897540057,0.44427385471072284,0.31046747816962283,0.1653109921165677,0.07163530985829007,0.3280599276321319,0.14356637335673914,0.14723505962092132,0.3118058064251157,0.3304832236498337,0.14920610017373387,0.3114582421576515,0.22034594456190007,0.2804517727170777,0.2638380553776811,0.16730158997717615,0.35565839354207396
2022-01-21,0.2666168800403448,0.32428487810284595,0.44088933525589113,0.41815831897540057,0.44427385471072284,0.29573632239475844,0.19214891092702444,0.05916400154428979,0.32061825327132465,0.1922517338083866,0.10650969513124417,0.3118058064251157,0.3304832236498337,0.14920610017373387,0.3114582421576515,0.22034594456190007,0.2804517727170777,0.2638380553776811,0.16730158997717615,0.35565839354207396
2022-01-24,0.2608719736451939,0.3564339350665451,0.44088933525589113,0.41815831897540057,0.44427385471072284,0.2784896766009797,0.14367660505878624,0.0811518573066446,0.31243162975554095,0.2280263712960579,0.08588062168408514,0.3118058064251157,0.3304832236498337,0.14920610017373387,0.3114582421576515,0.22034594456190007,0.2804517727170777,0.2638380553776811,0.16730158997717615,0.35565839354207396
2022-01-25,0.247491987394171,0.32990140119353073,0.44088933525589113,0.41815831897540057,0.44427385471072284,0.2633970643179613,0.1060218170126577,0.10986004984191708,0.30280167328377217,0.2618709161324172,0.07075889693441739,0.3118058064251157,0.3304832236498337,0.14920610017373387,0.3114582421576515,0.22034594456190007,0.2804517727170777,0.2638380553776811,0.16730158997717615,0.35565839354207396
