Price,y,GLD,QQQ,^TNX
Ticker,^GSPC,GLD,QQQ,^TNX
ds,,,,
2020-01-02,3257.85009765625,143.9499969482422,216.16000366210938,1.8819999694824219
2020-01-03,3234.85009765625,145.86000061035156,214.17999267578125,1.7879999876022339
2020-01-06,3246.280029296875,147.38999938964844,215.55999755859375,1.8109999895095825
2020-01-07,3237.179931640625,147.97000122070312,215.52999877929688,1.8270000219345093
2020-01-08,3253.050048828125,146.86000061035156,217.14999389648438,1.8739999532699585
2020-01-09,3274.699951171875,146.02999877929688,218.99000549316406,1.8580000400543213
2020-01-10,3265.35009765625,146.91000366210938,218.42999267578125,1.8250000476837158
2020-01-13,3288.1298828125,145.82000732421875,220.9499969482422,1.8480000495910645
2020-01-14,3283.14990234375,145.69000244140625,220.0800018310547,1.8179999589920044
2020-01-15,3289.2900390625,146.5399932861328,220.1699981689453,1.7879999876022339
2020-01-16,3316.81005859375,146.30999755859375,222.27999877929688,1.809000015258789
2020-01-17,3329.6201171875,146.5800018310547,223.3800048828125,1.8359999656677246
2020-01-20,3329.6201171875,146.5800018310547,223.3800048828125,1.8359999656677246
2020-01-21,3320.7900390625,146.74000549316406,223.27999877929688,1.7690000534057617
2020-01-22,3321.75,146.7899932861328,223.8699951171875,1.7690000534057617
2020-01-23,3325.5400390625,147.1199951171875,224.58999633789062,1.7400000095367432
2020-01-24,3295.469970703125,147.97999572753906,222.6999969482422,1.680999994277954
2020-01-27,3243.6298828125,148.99000549316406,218.10000610351562,1.6050000190734863
2020-01-28,3276.239990234375,147.66000366210938,221.4499969482422,1.6410000324249268
2020-01-29,3273.39990234375,148.4600067138672,221.80999755859375,1.593999981880188
2020-01-30,3283.659912109375,148.47000122070312,222.60000610351562,1.5579999685287476
2020-01-31,3225.52001953125,149.3300018310547,219.07000732421875,1.5199999809265137
2020-02-03,3248.919921875,148.36000061035156,222.3800048828125,1.5199999809265137
2020-02-04,3297.590087890625,146.42999267578125,227.47000122070312,1.6030000448226929
2020-02-05,3334.68994140625,146.61000061035156,228.22000122070312,1.6490000486373901
2020-02-06,3345.780029296875,147.39999389648438,230.19000244140625,1.6440000534057617
2020-02-07,3327.7099609375,147.7899932861328,229.1999969482422,1.5779999494552612
2020-02-10,3352.090087890625,148.1699981689453,231.97000122070312,1.5470000505447388
2020-02-11,3357.75,147.66000366210938,232.00999450683594,1.590000033378601
2020-02-12,3379.449951171875,147.5399932861328,234.27000427246094,1.6299999952316284
2020-02-13,3373.93994140625,148.3800048828125,233.97000122070312,1.6169999837875366
2020-02-14,3380.159912109375,149.0,234.63999938964844,1.5880000591278076
2020-02-17,3380.159912109375,149.0,234.63999938964844,1.5880000591278076
2020-02-18,3370.2900390625,150.91000366210938,234.72999572753906,1.555999994277954
2020-02-19,3386.14990234375,151.7899932861328,236.97999572753906,1.5700000524520874
2020-02-20,3373.22998046875,152.41000366210938,234.77999877929688,1.524999976158142
2020-02-21,3337.75,154.6999969482422,230.27000427246094,1.4709999561309814
2020-02-24,3225.889892578125,156.08999633789062,221.38999938964844,1.3769999742507935
2020-02-25,3128.2099609375,153.3000030517578,215.3699951171875,1.3300000429153442
2020-02-26,3116.389892578125,153.97000122070312,216.47999572753906,1.309999942779541
2020-02-27,2978.760009765625,154.0,205.63999938964844,1.2990000247955322
2020-02-28,2954.219970703125,148.3800048828125,205.8000030517578,1.1269999742507935
2020-03-02,3090.22998046875,149.1999969482422,216.4199981689453,1.0880000591278076
2020-03-03,3003.3701171875,153.88999938964844,209.47999572753906,1.0099999904632568
2020-03-04,3130.1201171875,154.16000366210938,218.22000122070312,0.9919999837875366
2020-03-05,3023.93994140625,157.49000549316406,211.58999633789062,0.9259999990463257
2020-03-06,2972.3701171875,157.5500030517578,208.02000427246094,0.7059999704360962
2020-03-09,2746.56005859375,157.80999755859375,193.57000732421875,0.49900001287460327
2020-03-10,2882.22998046875,154.47999572753906,204.11000061035156,0.7480000257492065
2020-03-11,2741.3798828125,153.92999267578125,195.22000122070312,0.8199999928474426
2020-03-12,2480.639892578125,147.7899932861328,177.32000732421875,0.8489999771118164
2020-03-13,2711.02001953125,143.27999877929688,192.33999633789062,0.9509999752044678
2020-03-16,2386.1298828125,141.63999938964844,169.3000030517578,0.7279999852180481
2020-03-17,2529.18994140625,143.55999755859375,182.13999938964844,0.996999979019165
2020-03-18,2398.10009765625,140.6999969482422,176.60000610351562,1.2660000324249268
2020-03-19,2409.389892578125,138.0399932861328,177.66000366210938,1.11899995803833
2020-03-20,2304.919921875,140.11000061035156,170.6999969482422,0.9380000233650208
2020-03-23,2237.39990234375,146.3000030517578,170.4600067138672,0.7639999985694885
2020-03-24,2447.330078125,153.39999389648438,183.66000366210938,0.8159999847412109
2020-03-25,2475.56005859375,151.3000030517578,182.3000030517578,0.8579999804496765
2020-03-26,2630.070068359375,153.24000549316406,191.89999389648438,0.8109999895095825
2020-03-27,2541.469970703125,152.25,185.3000030517578,0.7490000128746033
2020-03-30,2626.64990234375,152.9199981689453,192.0399932861328,0.6700000166893005
2020-03-31,2584.590087890625,148.0500030517578,190.39999389648438,0.6980000138282776
2020-04-01,2470.5,149.4499969482422,182.30999755859375,0.6349999904632568
2020-04-02,2526.89990234375,151.89999389648438,186.00999450683594,0.6269999742507935
2020-04-03,2488.64990234375,152.64999389648438,183.3699951171875,0.5870000123977661
2020-04-06,2663.679931640625,156.8800048828125,196.47999572753906,0.6759999990463257
2020-04-07,2659.409912109375,156.0399932861328,196.39999389648438,0.7360000014305115
2020-04-08,2749.97998046875,154.64999389648438,200.57000732421875,0.7639999985694885
2020-04-09,2789.820068359375,158.69000244140625,200.86000061035156,0.7289999723434448
2020-04-10,2789.820068359375,158.69000244140625,200.86000061035156,0.7289999723434448
